trip_distance,fare_amount,winter,spring,summer,fall,pickup_datetime,dropoff_datetime,Holiday Proximity,ride_duration,Early morning,Morning,Afternoon,Night
2.97,10.5,1,0,0,0,2019-01-03 06:41:53,2019-01-03 06:51:20,0,0 days 00:09:27.000000000,0,1,0,0
0.82,4.5,0,0,1,0,2019-06-23 01:47:52,2019-06-23 01:49:39,0,0 days 00:01:47.000000000,1,0,0,0
1.1,6.0,0,1,0,0,2019-05-14 14:27:34,2019-05-14 14:32:51,0,0 days 00:05:17.000000000,0,0,1,0
0.79,6.5,0,1,0,0,2019-03-23 13:00:05,2019-03-23 13:08:13,0,0 days 00:08:08.000000000,0,0,1,0
0.93,6.0,0,1,0,0,2019-05-01 07:52:11,2019-05-01 07:58:47,0,0 days 00:06:36.000000000,0,1,0,0
8.74,35.5,1,0,0,0,2019-12-12 09:54:53,2019-12-12 10:45:16,0,0 days 00:50:23.000000000,0,1,0,0
1.5,14.0,0,1,0,0,2019-05-23 14:33:02,2019-05-23 14:55:06,0,0 days 00:22:04.000000000,0,0,1,0
1.64,7.5,0,0,1,0,2019-08-09 20:12:26,2019-08-09 20:19:52,0,0 days 00:07:26.000000000,0,0,0,0
2.16,17.0,1,0,0,0,2019-12-06 11:34:52,2019-12-06 12:02:40,0,0 days 00:27:48.000000000,0,1,0,0
16.67,48.0,0,1,0,0,2019-03-23 21:57:47,2019-03-23 22:36:56,0,0 days 00:39:09.000000000,0,0,0,0
3.8,14.5,0,1,0,0,2019-03-26 18:15:28,2019-03-26 18:32:28,1,0 days 00:17:00.000000000,0,0,0,0
0.99,6.0,1,0,0,0,2019-12-24 11:38:18,2019-12-24 11:44:23,0,0 days 00:06:05.000000000,0,1,0,0
1.39,7.0,0,0,0,1,2019-10-11 07:22:08,2019-10-11 07:28:57,0,0 days 00:06:49.000000000,0,1,0,0
16.7,65.0,0,0,0,1,2019-11-17 14:50:39,2019-11-17 14:50:56,0,0 days 00:00:17.000000000,0,0,1,0
10.85,41.0,0,0,1,0,2019-06-02 11:51:22,2019-06-02 12:42:01,0,0 days 00:50:39.000000000,0,1,0,0
1.93,10.0,0,0,1,0,2019-08-10 21:55:19,2019-08-10 22:07:29,0,0 days 00:12:10.000000000,0,0,0,0
4.38,19.0,0,0,0,1,2019-09-01 18:39:05,2019-09-01 19:04:56,0,0 days 00:25:51.000000000,0,0,0,0
1.0,7.5,0,0,1,0,2019-07-01 18:14:08,2019-07-01 18:22:17,0,0 days 00:08:09.000000000,0,0,0,0
1.78,9.0,0,1,0,0,2019-04-29 21:38:47,2019-04-29 21:49:13,0,0 days 00:10:26.000000000,0,0,0,0
1.6,8.5,0,0,1,0,2019-07-08 19:07:31,2019-07-08 19:16:53,0,0 days 00:09:22.000000000,0,0,0,0
1.21,14.5,0,1,0,0,2019-05-31 16:47:35,2019-05-31 17:11:23,0,0 days 00:23:48.000000000,0,0,1,0
0.68,6.5,1,0,0,0,2019-01-25 10:38:00,2019-01-25 10:45:53,0,0 days 00:07:53.000000000,0,1,0,0
2.1,15.0,0,0,0,1,2019-11-21 16:51:05,2019-11-21 17:14:50,0,0 days 00:23:45.000000000,0,0,1,0
0.5,4.0,0,0,0,1,2019-10-12 16:56:04,2019-10-12 16:58:23,0,0 days 00:02:19.000000000,0,0,1,0
3.48,13.5,0,0,1,0,2019-08-30 18:57:40,2019-08-30 19:13:31,0,0 days 00:15:51.000000000,0,0,0,0
1.4,7.5,0,1,0,0,2019-03-27 19:12:11,2019-03-27 19:21:19,1,0 days 00:09:08.000000000,0,0,0,0
1.36,7.5,0,1,0,0,2019-03-18 16:51:54,2019-03-18 17:00:20,1,0 days 00:08:26.000000000,0,0,1,0
5.2,19.5,1,0,0,0,2019-12-10 13:17:51,2019-12-10 13:38:48,0,0 days 00:20:57.000000000,0,0,1,0
1.92,7.0,0,0,1,0,2019-06-04 05:30:12,2019-06-04 05:34:47,0,0 days 00:04:35.000000000,0,0,0,0
0.53,4.0,0,0,1,0,2019-06-07 17:46:00,2019-06-07 17:49:06,0,0 days 00:03:06.000000000,0,0,1,0
2.21,10.5,1,0,0,0,2019-01-10 00:31:13,2019-01-10 00:42:08,0,0 days 00:10:55.000000000,1,0,0,0
10.3,34.5,0,0,1,0,2019-06-14 14:50:45,2019-06-14 15:31:20,0,0 days 00:40:35.000000000,0,0,1,0
1.12,6.5,0,0,1,0,2019-08-30 19:44:56,2019-08-30 19:52:06,0,0 days 00:07:10.000000000,0,0,0,0
3.29,19.5,0,1,0,0,2019-03-24 14:28:18,2019-03-24 14:57:42,0,0 days 00:29:24.000000000,0,0,1,0
0.35,3.0,0,0,1,0,2019-07-21 04:59:49,2019-07-21 05:00:35,0,0 days 00:00:46.000000000,1,0,0,0
2.14,15.0,0,1,0,0,2019-03-16 10:04:37,2019-03-16 10:26:37,0,0 days 00:22:00.000000000,0,1,0,0
0.74,5.5,0,0,1,0,2019-07-19 10:29:16,2019-07-19 10:35:14,0,0 days 00:05:58.000000000,0,1,0,0
1.29,9.0,0,0,0,1,2019-11-18 11:15:44,2019-11-18 11:27:23,0,0 days 00:11:39.000000000,0,1,0,0
3.4,16.0,0,0,1,0,2019-06-13 21:00:02,2019-06-13 21:23:04,0,0 days 00:23:02.000000000,0,0,0,0
6.5,22.5,1,0,0,0,2019-02-06 19:06:33,2019-02-06 19:33:55,0,0 days 00:27:22.000000000,0,0,0,0
2.5,12.0,0,0,1,0,2019-06-07 22:00:16,2019-06-07 22:15:49,0,0 days 00:15:33.000000000,0,0,0,1
1.1,10.0,0,1,0,0,2019-03-24 14:19:44,2019-03-24 14:33:03,0,0 days 00:13:19.000000000,0,0,1,0
11.07,31.0,0,0,0,1,2019-10-03 21:02:52,2019-10-03 21:25:41,0,0 days 00:22:49.000000000,0,0,0,0
1.4,16.0,1,0,0,0,2019-12-12 12:11:35,2019-12-12 12:37:49,0,0 days 00:26:14.000000000,0,0,0,0
0.54,5.5,0,0,0,1,2019-11-08 18:26:55,2019-11-08 18:32:26,0,0 days 00:05:31.000000000,0,0,0,0
0.98,7.5,0,0,1,0,2019-06-26 07:48:41,2019-06-26 07:58:22,0,0 days 00:09:41.000000000,0,1,0,0
0.9,6.0,1,0,0,0,2019-12-17 19:20:10,2019-12-17 19:27:08,0,0 days 00:06:58.000000000,0,0,0,0
0.79,5.0,0,0,1,0,2019-08-11 04:38:45,2019-08-11 04:42:05,0,0 days 00:03:20.000000000,1,0,0,0
0.73,4.5,0,1,0,0,2019-04-19 21:29:10,2019-04-19 21:32:35,0,0 days 00:03:25.000000000,0,0,0,0
11.49,33.5,1,0,0,0,2019-02-17 07:46:52,2019-02-17 08:09:53,0,0 days 00:23:01.000000000,0,1,0,0
3.1,12.0,1,0,0,0,2019-01-15 06:57:49,2019-01-15 07:10:53,0,0 days 00:13:04.000000000,0,1,0,0
0.93,4.5,0,0,1,0,2019-08-11 09:41:03,2019-08-11 09:43:22,0,0 days 00:02:19.000000000,0,1,0,0
2.15,10.5,0,1,0,0,2019-03-20 21:53:51,2019-03-20 22:06:37,0,0 days 00:12:46.000000000,0,0,0,0
3.39,12.5,1,0,0,0,2019-02-01 03:04:04,2019-02-01 03:17:03,0,0 days 00:12:59.000000000,1,0,0,0
2.01,12.0,1,0,0,0,2019-02-07 09:26:51,2019-02-07 09:43:32,0,0 days 00:16:41.000000000,0,1,0,0
0.6,5.0,0,0,0,1,2019-11-24 00:39:36,2019-11-24 00:44:49,1,0 days 00:05:13.000000000,1,0,0,0
0.78,5.5,0,1,0,0,2019-04-28 10:55:37,2019-04-28 11:00:25,0,0 days 00:04:48.000000000,0,1,0,0
8.5,25.0,0,1,0,0,2019-05-04 23:51:28,2019-05-05 00:08:18,0,0 days 00:16:50.000000000,0,0,0,1
6.6,20.5,0,0,1,0,2019-08-31 23:06:33,2019-08-31 23:24:00,0,0 days 00:17:27.000000000,0,0,0,1
0.8,6.0,0,0,1,0,2019-08-16 14:44:27,2019-08-16 14:50:40,0,0 days 00:06:13.000000000,0,0,1,0
1.31,6.5,0,0,1,0,2019-08-05 18:59:42,2019-08-05 19:05:47,0,0 days 00:06:05.000000000,0,0,0,0
1.8,8.0,0,0,0,1,2019-10-01 13:41:55,2019-10-01 13:49:52,0,0 days 00:07:57.000000000,0,0,1,0
2.42,10.5,0,0,1,0,2019-06-26 07:43:53,2019-06-26 07:55:57,0,0 days 00:12:04.000000000,0,1,0,0
1.2,5.5,1,0,0,0,2019-02-20 23:46:06,2019-02-20 23:49:20,0,0 days 00:03:14.000000000,0,0,0,1
2.5,10.5,0,0,0,1,2019-10-05 22:50:57,2019-10-05 23:02:50,0,0 days 00:11:53.000000000,0,0,0,1
2.23,11.0,0,1,0,0,2019-03-26 19:16:52,2019-03-26 19:31:44,1,0 days 00:14:52.000000000,0,0,0,0
1.3,7.0,1,0,0,0,2019-01-22 07:27:29,2019-01-22 07:33:57,0,0 days 00:06:28.000000000,0,1,0,0
1.99,9.0,1,0,0,0,2019-01-05 15:43:21,2019-01-05 15:52:57,0,0 days 00:09:36.000000000,0,0,1,0
1.7,11.0,0,1,0,0,2019-05-30 19:48:11,2019-05-30 20:03:34,1,0 days 00:15:23.000000000,0,0,0,0
10.92,30.5,0,0,1,0,2019-06-09 11:38:37,2019-06-09 11:59:12,0,0 days 00:20:35.000000000,0,1,0,0
1.44,8.5,1,0,0,0,2019-01-16 15:40:10,2019-01-16 15:50:13,1,0 days 00:10:03.000000000,0,0,1,0
5.01,23.5,0,0,0,1,2019-10-09 21:36:19,2019-10-09 22:18:17,0,0 days 00:41:58.000000000,0,0,0,0
1.0,5.5,0,1,0,0,2019-05-03 18:38:20,2019-05-03 18:43:27,0,0 days 00:05:07.000000000,0,0,0,0
0.56,4.5,0,0,1,0,2019-07-03 06:31:47,2019-07-03 06:35:19,0,0 days 00:03:32.000000000,0,1,0,0
20.04,52.0,1,0,0,0,2019-01-03 18:00:03,2019-01-03 18:44:15,0,0 days 00:44:12.000000000,0,0,0,0
1.4,8.5,0,1,0,0,2019-05-13 09:16:41,2019-05-13 09:27:40,0,0 days 00:10:59.000000000,0,1,0,0
3.58,19.0,1,0,0,0,2019-12-24 21:03:29,2019-12-24 21:30:51,0,0 days 00:27:22.000000000,0,0,0,0
1.6,8.5,0,0,1,0,2019-07-16 09:18:07,2019-07-16 09:27:41,0,0 days 00:09:34.000000000,0,1,0,0
1.5,10.0,0,0,1,0,2019-07-31 18:22:20,2019-07-31 18:35:43,0,0 days 00:13:23.000000000,0,0,0,0
2.29,11.0,0,0,1,0,2019-06-15 17:25:10,2019-06-15 17:39:42,0,0 days 00:14:32.000000000,0,0,1,0
7.8,24.0,1,0,0,0,2019-01-23 00:07:11,2019-01-23 00:26:28,0,0 days 00:19:17.000000000,1,0,0,0
4.5,17.0,0,0,0,1,2019-09-05 07:30:35,2019-09-05 07:49:49,1,0 days 00:19:14.000000000,0,1,0,0
0.7,4.5,0,0,0,1,2019-10-04 17:36:34,2019-10-04 17:40:22,0,0 days 00:03:48.000000000,0,0,1,0
1.2,7.0,0,0,1,0,2019-07-25 08:56:07,2019-07-25 09:04:02,0,0 days 00:07:55.000000000,0,1,0,0
9.23,28.0,0,0,1,0,2019-06-30 12:25:12,2019-06-30 12:57:05,0,0 days 00:31:53.000000000,0,0,0,0
0.9,4.5,0,0,1,0,2019-06-04 22:41:45,2019-06-04 22:44:09,0,0 days 00:02:24.000000000,0,0,0,1
1.74,9.5,1,0,0,0,2019-01-16 19:46:43,2019-01-16 19:59:39,1,0 days 00:12:56.000000000,0,0,0,0
2.1,8.5,0,0,0,1,2019-10-12 08:31:18,2019-10-12 08:38:59,0,0 days 00:07:41.000000000,0,1,0,0
1.08,5.5,1,0,0,0,2019-01-06 14:29:02,2019-01-06 14:33:29,0,0 days 00:04:27.000000000,0,0,1,0
0.93,6.0,0,1,0,0,2019-05-20 12:33:46,2019-05-20 12:39:49,0,0 days 00:06:03.000000000,0,0,0,0
0.51,4.0,1,0,0,0,2019-01-04 22:11:06,2019-01-04 22:13:34,0,0 days 00:02:28.000000000,0,0,0,1
1.73,10.0,0,0,0,1,2019-10-18 20:55:51,2019-10-18 21:09:43,0,0 days 00:13:52.000000000,0,0,0,0
3.5,14.0,1,0,0,0,2019-02-25 22:54:52,2019-02-25 23:09:29,0,0 days 00:14:37.000000000,0,0,0,1
28.6,76.0,0,0,0,1,2019-10-14 19:34:02,2019-10-14 20:21:37,0,0 days 00:47:35.000000000,0,0,0,0
1.24,7.0,0,1,0,0,2019-05-18 09:47:46,2019-05-18 09:55:22,0,0 days 00:07:36.000000000,0,1,0,0
1.12,7.5,0,1,0,0,2019-03-23 12:52:24,2019-03-23 13:01:30,0,0 days 00:09:06.000000000,0,0,0,0
19.63,52.0,1,0,0,0,2019-12-05 16:58:37,2019-12-05 18:33:42,0,0 days 01:35:05.000000000,0,0,1,0
0.92,6.0,0,0,0,1,2019-09-05 12:40:51,2019-09-05 12:47:11,1,0 days 00:06:20.000000000,0,0,0,0
1.7,8.5,0,1,0,0,2019-03-31 21:41:31,2019-03-31 21:50:41,0,0 days 00:09:10.000000000,0,0,0,0
7.72,23.5,0,0,1,0,2019-07-12 08:16:29,2019-07-12 08:38:08,0,0 days 00:21:39.000000000,0,1,0,0
0.58,5.5,0,0,0,1,2019-10-09 18:15:02,2019-10-09 18:20:31,0,0 days 00:05:29.000000000,0,0,0,0
0.9,5.5,0,1,0,0,2019-05-14 21:26:18,2019-05-14 21:32:15,0,0 days 00:05:57.000000000,0,0,0,0
1.55,16.0,0,1,0,0,2019-04-13 13:29:25,2019-04-13 13:55:15,0,0 days 00:25:50.000000000,0,0,1,0
0.5,4.5,0,1,0,0,2019-05-20 16:12:25,2019-05-20 16:16:48,0,0 days 00:04:23.000000000,0,0,1,0
1.1,12.5,0,0,1,0,2019-08-05 13:07:28,2019-08-05 13:26:54,0,0 days 00:19:26.000000000,0,0,1,0
1.29,6.5,0,1,0,0,2019-05-13 17:20:47,2019-05-13 17:27:32,0,0 days 00:06:45.000000000,0,0,1,0
3.73,14.0,0,0,0,1,2019-09-16 07:12:57,2019-09-16 07:26:33,0,0 days 00:13:36.000000000,0,1,0,0
17.8,52.0,0,0,1,0,2019-08-19 12:56:09,2019-08-19 13:45:41,0,0 days 00:49:32.000000000,0,0,0,0
3.71,14.0,0,1,0,0,2019-05-05 02:32:49,2019-05-05 02:46:15,0,0 days 00:13:26.000000000,1,0,0,0
1.04,7.0,0,0,0,1,2019-10-21 08:34:51,2019-10-21 08:43:28,0,0 days 00:08:37.000000000,0,1,0,0
1.45,7.0,1,0,0,0,2019-01-09 00:02:56,2019-01-09 00:09:30,0,0 days 00:06:34.000000000,1,0,0,0
3.29,14.0,0,0,0,1,2019-09-02 17:54:22,2019-09-02 18:11:40,0,0 days 00:17:18.000000000,0,0,1,0
1.53,10.0,0,1,0,0,2019-04-29 19:59:06,2019-04-29 20:12:06,0,0 days 00:13:00.000000000,0,0,0,0
0.94,11.5,0,0,0,1,2019-11-19 22:15:54,2019-11-19 22:34:08,0,0 days 00:18:14.000000000,0,0,0,1
7.2,23.0,1,0,0,0,2019-12-06 13:11:04,2019-12-06 13:30:43,0,0 days 00:19:39.000000000,0,0,1,0
0.82,6.0,0,1,0,0,2019-04-21 16:30:07,2019-04-21 16:36:37,0,0 days 00:06:30.000000000,0,0,1,0
1.23,14.5,0,1,0,0,2019-04-05 12:48:58,2019-04-05 13:12:23,0,0 days 00:23:25.000000000,0,0,0,0
0.84,7.0,1,0,0,0,2019-01-20 17:09:11,2019-01-20 17:17:53,0,0 days 00:08:42.000000000,0,0,1,0
1.62,6.5,0,1,0,0,2019-03-20 23:59:33,2019-03-21 00:04:52,0,0 days 00:05:19.000000000,0,0,0,1
17.01,63.5,0,0,1,0,2019-06-09 03:36:54,2019-06-09 04:04:50,0,0 days 00:27:56.000000000,1,0,0,0
1.88,10.0,1,0,0,0,2019-02-10 19:44:52,2019-02-10 19:56:52,0,0 days 00:12:00.000000000,0,0,0,0
21.11,52.0,1,0,0,0,2019-01-07 07:16:53,2019-01-07 08:02:12,0,0 days 00:45:19.000000000,0,1,0,0
0.58,6.0,0,1,0,0,2019-04-06 23:20:38,2019-04-06 23:27:43,0,0 days 00:07:05.000000000,0,0,0,1
1.01,8.5,0,0,0,1,2019-09-04 08:43:03,2019-09-04 08:54:46,0,0 days 00:11:43.000000000,0,1,0,0
0.56,4.0,1,0,0,0,2019-01-20 15:10:42,2019-01-20 15:13:47,0,0 days 00:03:05.000000000,0,0,1,0
3.0,11.5,1,0,0,0,2019-12-29 11:36:40,2019-12-29 11:47:06,0,0 days 00:10:26.000000000,0,1,0,0
12.85,46.29,0,0,1,0,2019-08-07 16:32:00,2019-08-07 17:18:00,0,0 days 00:46:00.000000000,0,0,1,0
1.93,8.5,0,0,0,1,2019-09-09 07:25:31,2019-09-09 07:34:22,0,0 days 00:08:51.000000000,0,1,0,0
6.05,33.5,0,0,0,1,2019-09-20 15:00:58,2019-09-20 15:55:02,0,0 days 00:54:04.000000000,0,0,1,0
2.7,15.0,0,0,1,0,2019-06-24 15:36:16,2019-06-24 15:57:07,0,0 days 00:20:51.000000000,0,0,1,0
0.99,7.0,0,0,0,1,2019-10-09 10:38:10,2019-10-09 10:46:35,0,0 days 00:08:25.000000000,0,1,0,0
8.3,26.0,0,0,1,0,2019-06-04 21:01:02,2019-06-04 21:22:20,0,0 days 00:21:18.000000000,0,0,0,0
0.6,6.0,0,1,0,0,2019-04-01 12:28:26,2019-04-01 12:35:10,0,0 days 00:06:44.000000000,0,0,0,0
10.34,31.5,0,0,0,1,2019-09-22 04:19:56,2019-09-22 04:44:22,0,0 days 00:24:26.000000000,1,0,0,0
5.3,37.0,0,0,1,0,2019-07-11 19:31:38,2019-07-11 20:36:54,0,0 days 01:05:16.000000000,0,0,0,0
3.54,15.5,0,0,1,0,2019-07-15 21:19:03,2019-07-15 21:38:19,0,0 days 00:19:16.000000000,0,0,0,0
1.1,8.0,0,1,0,0,2019-04-08 09:21:11,2019-04-08 09:31:41,0,0 days 00:10:30.000000000,0,1,0,0
3.01,14.0,0,1,0,0,2019-05-25 19:32:17,2019-05-25 19:53:47,0,0 days 00:21:30.000000000,0,0,0,0
3.67,12.0,0,0,1,0,2019-07-14 11:45:40,2019-07-14 11:55:05,0,0 days 00:09:25.000000000,0,1,0,0
1.67,10.0,0,0,1,0,2019-07-17 21:05:47,2019-07-17 21:19:27,0,0 days 00:13:40.000000000,0,0,0,0
1.01,6.5,0,0,1,0,2019-08-22 13:52:21,2019-08-22 13:59:35,0,0 days 00:07:14.000000000,0,0,1,0
9.09,25.5,1,0,0,0,2019-01-26 03:47:12,2019-01-26 04:02:28,0,0 days 00:15:16.000000000,1,0,0,0
2.69,11.0,0,1,0,0,2019-03-07 07:44:37,2019-03-07 07:57:09,0,0 days 00:12:32.000000000,0,1,0,0
10.1,33.5,0,1,0,0,2019-03-04 14:01:51,2019-03-04 14:31:40,0,0 days 00:29:49.000000000,0,0,1,0
1.24,6.5,0,0,0,1,2019-11-02 12:58:15,2019-11-02 13:03:59,0,0 days 00:05:44.000000000,0,0,0,0
3.2,13.0,0,1,0,0,2019-04-13 09:02:07,2019-04-13 09:17:04,0,0 days 00:14:57.000000000,0,1,0,0
9.93,31.0,1,0,0,0,2019-12-01 18:02:58,2019-12-01 18:32:45,0,0 days 00:29:47.000000000,0,0,0,0
8.66,27.5,0,1,0,0,2019-04-27 19:35:17,2019-04-27 19:59:26,0,0 days 00:24:09.000000000,0,0,0,0
0.46,3.5,0,1,0,0,2019-04-11 22:34:02,2019-04-11 22:36:00,0,0 days 00:01:58.000000000,0,0,0,1
1.5,9.5,0,1,0,0,2019-05-04 11:57:31,2019-05-04 12:10:53,0,0 days 00:13:22.000000000,0,1,0,0
1.4,15.5,0,1,0,0,2019-03-06 11:18:05,2019-03-06 11:44:20,0,0 days 00:26:15.000000000,0,1,0,0
16.07,48.0,1,0,0,0,2019-12-13 21:26:31,2019-12-13 22:10:18,0,0 days 00:43:47.000000000,0,0,0,0
1.09,7.5,0,0,0,1,2019-10-20 16:09:50,2019-10-20 16:18:59,0,0 days 00:09:09.000000000,0,0,1,0
0.82,7.0,0,0,1,0,2019-06-15 10:42:56,2019-06-15 10:51:40,0,0 days 00:08:44.000000000,0,1,0,0
0.5,4.5,1,0,0,0,2019-12-20 07:53:50,2019-12-20 07:57:22,0,0 days 00:03:32.000000000,0,1,0,0
2.99,13.5,1,0,0,0,2019-02-19 19:47:01,2019-02-19 20:05:45,0,0 days 00:18:44.000000000,0,0,0,0
17.69,52.0,0,0,0,1,2019-11-08 07:28:40,2019-11-08 08:12:12,0,0 days 00:43:32.000000000,0,1,0,0
2.07,10.0,0,0,0,1,2019-10-27 02:04:04,2019-10-27 02:15:23,0,0 days 00:11:19.000000000,1,0,0,0
1.2,7.5,0,1,0,0,2019-05-18 17:52:44,2019-05-18 18:01:45,0,0 days 00:09:01.000000000,0,0,1,0
3.11,15.5,0,1,0,0,2019-03-23 02:04:03,2019-03-23 02:24:01,0,0 days 00:19:58.000000000,1,0,0,0
0.84,4.5,0,1,0,0,2019-03-12 17:05:25,2019-03-12 17:08:40,0,0 days 00:03:15.000000000,0,0,1,0
2.49,11.0,1,0,0,0,2019-01-25 15:44:13,2019-01-25 15:58:40,0,0 days 00:14:27.000000000,0,0,1,0
1.38,7.0,0,0,1,0,2019-08-02 11:20:18,2019-08-02 11:27:53,0,0 days 00:07:35.000000000,0,1,0,0
1.1,9.0,1,0,0,0,2019-02-08 17:35:04,2019-02-08 17:47:51,0,0 days 00:12:47.000000000,0,0,1,0
0.6,5.0,0,0,0,1,2019-09-11 17:34:38,2019-09-11 17:39:30,0,0 days 00:04:52.000000000,0,0,1,0
3.43,15.5,1,0,0,0,2019-02-08 01:27:33,2019-02-08 01:46:50,0,0 days 00:19:17.000000000,1,0,0,0
1.4,8.0,0,1,0,0,2019-04-12 20:45:24,2019-04-12 20:55:08,0,0 days 00:09:44.000000000,0,0,0,0
1.6,8.5,0,1,0,0,2019-04-04 17:48:06,2019-04-04 17:57:24,0,0 days 00:09:18.000000000,0,0,1,0
1.49,7.5,1,0,0,0,2019-12-01 01:47:38,2019-12-01 01:54:52,0,0 days 00:07:14.000000000,1,0,0,0
6.08,18.5,0,1,0,0,2019-05-28 08:59:42,2019-05-28 09:13:22,0,0 days 00:13:40.000000000,0,1,0,0
2.0,9.5,0,0,0,1,2019-10-18 12:10:06,2019-10-18 12:21:00,0,0 days 00:10:54.000000000,0,0,0,0
3.21,16.0,0,0,0,1,2019-10-15 14:35:51,2019-10-15 14:56:20,0,0 days 00:20:29.000000000,0,0,1,0
2.94,12.5,0,0,1,0,2019-07-09 19:45:19,2019-07-09 20:00:04,0,0 days 00:14:45.000000000,0,0,0,0
4.35,16.5,1,0,0,0,2019-01-26 00:38:57,2019-01-26 00:57:58,0,0 days 00:19:01.000000000,1,0,0,0
2.1,9.5,0,1,0,0,2019-05-25 20:27:18,2019-05-25 20:38:08,0,0 days 00:10:50.000000000,0,0,0,0
0.99,6.5,1,0,0,0,2019-02-20 18:58:38,2019-02-20 19:05:12,0,0 days 00:06:34.000000000,0,0,0,0
3.66,12.0,0,1,0,0,2019-05-07 22:53:28,2019-05-07 23:03:43,0,0 days 00:10:15.000000000,0,0,0,1
6.69,22.5,0,0,1,0,2019-07-06 10:56:34,2019-07-06 11:17:39,0,0 days 00:21:05.000000000,0,1,0,0
1.1,6.5,0,1,0,0,2019-05-23 22:15:39,2019-05-23 22:22:18,0,0 days 00:06:39.000000000,0,0,0,1
4.2,15.5,0,1,0,0,2019-04-09 19:02:53,2019-04-09 19:19:57,0,0 days 00:17:04.000000000,0,0,0,0
1.4,8.5,1,0,0,0,2019-01-09 18:36:35,2019-01-09 18:46:47,0,0 days 00:10:12.000000000,0,0,0,0
1.82,7.5,0,1,0,0,2019-05-17 06:44:45,2019-05-17 06:50:34,0,0 days 00:05:49.000000000,0,1,0,0
1.0,8.0,0,1,0,0,2019-03-04 08:30:51,2019-03-04 08:40:54,0,0 days 00:10:03.000000000,0,1,0,0
6.73,25.51,0,0,0,1,2019-10-08 06:21:00,2019-10-08 06:46:00,0,0 days 00:25:00.000000000,0,1,0,0
1.1,7.0,1,0,0,0,2019-12-16 18:22:12,2019-12-16 18:30:01,0,0 days 00:07:49.000000000,0,0,0,0
2.7,10.5,0,0,1,0,2019-07-12 23:23:36,2019-07-12 23:34:58,0,0 days 00:11:22.000000000,0,0,0,1
1.6,8.5,0,0,0,1,2019-09-28 12:03:58,2019-09-28 12:13:38,0,0 days 00:09:40.000000000,0,0,0,0
2.27,10.0,0,1,0,0,2019-05-22 19:08:15,2019-05-22 19:18:03,0,0 days 00:09:48.000000000,0,0,0,0
3.09,17.5,0,0,0,1,2019-10-21 17:37:30,2019-10-21 18:02:58,0,0 days 00:25:28.000000000,0,0,1,0
0.9,6.5,0,1,0,0,2019-03-22 07:34:16,2019-03-22 07:41:49,0,0 days 00:07:33.000000000,0,1,0,0
1.58,10.0,0,0,1,0,2019-07-30 11:46:52,2019-07-30 12:00:07,0,0 days 00:13:15.000000000,0,1,0,0
4.1,14.0,0,1,0,0,2019-03-17 04:10:59,2019-03-17 04:24:12,0,0 days 00:13:13.000000000,1,0,0,0
1.6,8.5,0,1,0,0,2019-03-21 15:46:23,2019-03-21 15:56:33,0,0 days 00:10:10.000000000,0,0,1,0
